RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
5,TRUE,0,136,0,9,51,3,7
6,TRUE,0,106,68,8,16,4,4
7,TRUE,0,108,14,8,29,3,7
6,TRUE,0,110,39,9,30,4,7
6,TRUE,1,69,101,20,8,4,4
4,TRUE,0,118,5,5,33,1,7
4,TRUE,0,132,0,10,52,3,10
6,TRUE,0,113,64,9,57,3,10
9,TRUE,0,135,66,10,57,4,10
12,TRUE,1,76,105,22,10,4,3
5,TRUE,1,2,122,39,10,7,4
8,TRUE,0,134,34,10,48,4,7
8,TRUE,0,103,64,5,28,1,4
5,TRUE,0,127,17,8,59,4,10
6,TRUE,0,126,57,7,39,2,7
9,TRUE,0,128,77,9,55,4,10
9,TRUE,1,87,113,30,10,7,3
4,TRUE,0,121,0,8,33,4,7
6,TRUE,1,50,106,42,8,10,3
12,TRUE,0,120,91,8,49,4,7
3,TRUE,1,0,101,35,7,7,3
9,TRUE,0,103,63,9,24,4,4
8,TRUE,1,44,103,17,7,4,3
2,TRUE,0,115,0,3,53,1,10
7,TRUE,1,85,109,41,9,7,2
3,TRUE,1,11,107,28,9,7,4
8,TRUE,1,38,117,26,6,7,3
6,TRUE,1,60,128,28,0,7,0
3,TRUE,1,31,124,12,0,4,0
7,TRUE,1,51,122,61,7,10,3
6,TRUE,0,101,23,9,25,4,7
9,TRUE,1,97,152,72,9,10,3
6,TRUE,1,68,131,55,8,10,4
5,TRUE,0,110,12,10,22,4,4
1,TRUE,0,105,0,10,38,4,10
8,TRUE,1,50,106,22,1,7,1
4,TRUE,0,102,5,8,28,4,7
6,TRUE,0,105,30,7,13,3,4
7,TRUE,0,121,87,7,69,3,10
3,TRUE,0,126,0,10,54,3,10
9,TRUE,0,133,28,10,49,3,7
12,TRUE,0,108,53,10,20,4,6
4,TRUE,0,110,19,9,35,4,7
8,TRUE,0,139,66,10,52,3,10
1,TRUE,0,112,0,5,48,1,10
8,TRUE,0,145,56,1,50,1,7
2,TRUE,0,126,0,6,52,3,7
9,TRUE,1,47,133,19,0,4,0
8,TRUE,1,46,115,25,6,7,3
8,TRUE,0,108,71,8,27,3,7
6,TRUE,1,83,104,41,8,7,4
11,TRUE,0,102,93,6,32,3,7
4,TRUE,1,21,139,65,3,10,1
6,TRUE,1,49,110,46,9,10,3
11,TRUE,1,94,118,20,0,7,0
7,TRUE,0,122,36,10,52,4,7
10,TRUE,1,85,133,18,0,4,0
6,TRUE,0,109,56,10,47,3,7
5,TRUE,0,129,46,0,40,0,7
7,TRUE,1,50,109,24,8,7,3
8,TRUE,1,95,121,48,7,6,2
9,TRUE,1,95,114,61,1,10,1
2,TRUE,0,136,0,4,61,2,10
3,TRUE,0,124,0,8,56,4,10
7,TRUE,0,136,76,5,64,2,10
7,TRUE,1,99,124,61,9,10,4
5,TRUE,0,151,25,9,67,3,10
7,TRUE,1,91,110,37,9,6,3
9,TRUE,1,88,127,37,7,7,3
5,TRUE,1,65,101,29,8,7,3
6,TRUE,0,118,12,2,54,1,10
8,TRUE,0,101,51,10,27,3,7
6,TRUE,0,112,36,7,42,3,7
6,TRUE,0,136,17,10,62,4,10
5,TRUE,0,103,13,4,24,2,4
8,TRUE,0,121,54,2,27,1,4
9,TRUE,1,55,105,23,5,7,2
8,TRUE,1,80,111,17,4,4,2
8,TRUE,0,129,28,5,36,1,7
4,TRUE,1,16,102,37,10,7,4
8,TRUE,1,60,112,55,9,10,4
11,TRUE,0,125,93,0,19,0,6
7,TRUE,0,101,48,9,38,3,7
9,TRUE,0,110,75,9,20,3,6
5,TRUE,0,112,39,8,31,4,6
5,TRUE,1,31,109,32,8,10,3
8,TRUE,0,145,87,10,63,3,10
5,TRUE,1,65,124,69,1,10,1
8,TRUE,0,105,89,9,18,4,4
5,TRUE,0,102,10,10,19,4,6
9,TRUE,0,140,34,1,46,1,7
6,TRUE,0,102,31,5,46,2,6
6,TRUE,0,116,54,4,23,1,6
6,TRUE,0,129,25,9,60,4,10
7,TRUE,1,82,104,25,4,6,1
8,TRUE,1,60,116,29,8,7,4
8,TRUE,1,29,100,21,9,6,4
8,TRUE,1,10,119,32,4,7,3
6,TRUE,1,66,120,66,2,10,1
6,TRUE,0,113,58,10,35,4,7
4,TRUE,0,120,18,6,58,3,10
13,TRUE,1,83,147,61,10,10,3
8,TRUE,0,114,81,5,40,2,7
7,TRUE,1,82,134,15,0,4,0
7,TRUE,0,115,80,9,35,4,7
8,TRUE,0,117,69,10,52,4,10
9,TRUE,0,103,88,10,16,4,4
8,TRUE,1,82,119,47,10,7,3
5,TRUE,0,100,44,7,35,4,6
6,TRUE,0,112,77,9,25,4,7
5,TRUE,1,46,101,25,10,7,4
5,TRUE,0,113,91,5,41,2,6
9,TRUE,1,56,105,25,3,7,1
6,TRUE,1,18,101,52,10,10,2
5,TRUE,0,100,4,2,14,1,3
6,TRUE,0,118,49,10,54,4,10
12,TRUE,1,96,104,13,5,4,3
8,TRUE,1,44,100,15,10,4,3
9,TRUE,0,112,58,1,17,1,4
3,TRUE,1,20,132,12,0,4,0
9,TRUE,1,95,132,40,0,10,0
7,TRUE,1,93,119,43,9,7,4
1,TRUE,0,108,0,9,61,3,10
8,TRUE,1,64,105,11,2,3,1
9,TRUE,0,100,51,8,29,3,6
6,TRUE,0,161,34,9,75,4,10
5,TRUE,1,81,102,64,10,10,1
3,TRUE,0,103,6,9,36,3,7
8,TRUE,0,160,64,4,71,1,10
3,TRUE,0,118,13,8,46,3,7
5,TRUE,0,105,0,8,20,4,5
5,TRUE,0,101,32,5,15,2,4
5,TRUE,0,127,12,3,39,1,7
10,TRUE,0,115,75,9,35,4,7
3,TRUE,0,100,0,10,17,4,4
7,TRUE,0,128,45,8,54,3,10
9,TRUE,0,129,40,0,17,0,4
8,TRUE,1,59,122,77,10,10,4
4,TRUE,0,105,0,0,11,0,4
7,TRUE,0,142,26,7,59,3,10
2,TRUE,0,118,0,7,46,3,7
11,TRUE,1,91,138,53,8,10,3
4,TRUE,0,112,12,8,33,3,7
5,TRUE,0,107,14,10,24,4,6
8,TRUE,1,80,129,51,9,10,4
8,TRUE,1,86,106,17,7,7,3
11,TRUE,1,84,116,38,3,7,1
13,TRUE,0,115,87,10,27,4,4
9,TRUE,0,108,92,7,35,1,6
6,TRUE,0,137,22,8,49,3,10
7,TRUE,1,69,117,49,8,10,4
7,TRUE,0,102,97,10,23,4,4
6,TRUE,0,102,16,7,17,3,6
8,TRUE,1,84,108,36,10,7,3
10,TRUE,0,115,42,5,42,3,7
8,TRUE,1,64,101,12,4,5,2
4,TRUE,1,11,147,51,0,10,0
6,TRUE,0,101,34,10,20,4,7
5,TRUE,0,102,19,1,17,1,6
4,TRUE,1,10,112,43,3,7,1
12,TRUE,0,117,71,4,26,1,3
4,TRUE,0,105,12,7,18,4,4
9,TRUE,0,107,80,9,20,3,4
4,TRUE,0,106,11,10,50,3,7
10,TRUE,1,80,120,25,4,7,3
4,TRUE,0,115,4,10,45,4,10
6,TRUE,0,119,28,5,41,2,7
6,TRUE,0,117,51,5,38,3,7
5,TRUE,0,128,69,10,60,4,10
12,TRUE,0,115,84,7,31,3,6
8,TRUE,0,112,56,9,31,3,7
6,TRUE,0,110,47,10,35,3,6
7,TRUE,1,45,130,13,0,4,0
7,TRUE,0,106,39,7,19,4,6
9,TRUE,0,114,49,8,44,4,7
10,TRUE,0,106,77,1,15,1,4
6,TRUE,1,44,118,24,1,7,1
6,TRUE,1,54,106,18,9,4,4
8,TRUE,0,113,90,9,27,4,7
6,TRUE,0,107,14,7,27,2,6
12,TRUE,0,130,77,10,67,3,10
5,TRUE,0,129,13,10,57,4,10
4,TRUE,1,35,106,58,10,10,3
6,TRUE,1,73,101,43,8,10,3
10,TRUE,1,89,119,28,7,6,3
6,TRUE,0,103,36,7,26,2,6
3,TRUE,0,110,12,6,22,3,6
4,TRUE,0,115,15,8,42,3,7
7,TRUE,0,125,63,9,47,4,7
9,TRUE,0,136,93,0,28,0,4
4,TRUE,0,105,0,4,28,3,7
10,TRUE,1,90,115,12,0,4,0
3,TRUE,0,100,0,9,36,4,7
7,TRUE,0,102,38,9,36,4,7
9,TRUE,1,98,141,71,2,10,1
3,TRUE,0,109,15,1,39,1,7
8,TRUE,0,107,59,3,21,2,6
11,TRUE,1,93,118,30,10,7,4
3,TRUE,0,134,0,10,61,4,10
8,TRUE,1,79,108,46,7,7,3
8,TRUE,0,121,84,3,36,1,7
7,TRUE,0,107,34,6,57,2,10
3,TRUE,0,124,0,9,37,4,7
3,TRUE,0,113,8,3,41,1,7
7,TRUE,0,100,33,10,32,3,7
5,TRUE,0,121,51,6,43,3,7
16,TRUE,0,119,96,9,45,3,7
7,TRUE,1,95,130,59,9,10,4
7,TRUE,0,150,65,7,65,3,10
7,TRUE,0,128,38,7,37,4,7
4,TRUE,0,102,50,0,29,0,6
4,TRUE,0,103,6,9,61,4,10
4,TRUE,1,62,107,43,0,10,0
7,TRUE,0,142,75,10,62,3,7
3,TRUE,0,102,14,8,26,3,7
6,TRUE,0,134,40,6,41,2,7
4,TRUE,0,119,0,4,59,2,10
5,TRUE,0,100,58,1,29,1,7
5,TRUE,0,107,27,9,21,4,6
5,TRUE,1,66,107,12,3,4,1
8,TRUE,1,92,110,40,8,7,2
5,TRUE,0,113,60,8,25,4,4
3,TRUE,0,103,14,9,25,4,4
2,TRUE,0,107,0,10,48,4,10
3,TRUE,0,137,0,5,69,3,10
6,TRUE,0,106,35,9,19,3,4
5,TRUE,0,132,56,10,44,4,7
8,TRUE,0,106,70,10,25,3,4
5,TRUE,0,103,41,10,35,4,7
5,TRUE,1,20,110,39,2,7,1
8,TRUE,0,123,44,9,38,4,7
8,TRUE,0,102,79,9,12,3,4
5,TRUE,0,124,87,2,56,1,10
9,TRUE,0,141,85,3,49,1,10
6,TRUE,0,100,37,9,20,4,6
5,TRUE,0,104,0,10,31,3,7
5,TRUE,0,132,18,9,62,4,10
3,TRUE,0,107,20,2,56,1,10
7,TRUE,1,98,103,14,1,4,1
8,TRUE,0,120,51,7,29,2,4
4,TRUE,0,101,36,10,27,4,7
5,TRUE,1,48,129,62,5,10,2
5,TRUE,0,113,11,10,26,3,7
13,TRUE,1,74,109,22,4,6,3
6,TRUE,0,100,52,2,43,1,7
9,TRUE,0,144,36,0,24,0,7
9,TRUE,1,66,124,49,7,10,3
5,TRUE,0,104,18,7,20,4,5
7,TRUE,0,112,57,10,28,3,7
11,TRUE,1,98,107,28,9,7,4
8,TRUE,0,149,30,0,30,0,5
3,TRUE,0,101,16,4,57,1,10
9,TRUE,1,49,112,37,9,7,5
7,TRUE,0,130,56,10,45,4,7
9,TRUE,1,65,137,51,3,10,1
2,TRUE,0,107,0,8,56,3,7
8,TRUE,1,92,100,31,1,7,1
5,TRUE,0,100,36,10,12,3,3
6,TRUE,0,101,54,10,41,2,7
7,TRUE,0,125,71,1,69,1,10
9,TRUE,0,132,32,9,64,3,10
3,TRUE,0,103,0,9,48,3,7
4,TRUE,0,113,21,3,37,1,7
4,TRUE,0,106,6,10,81,4,10
9,TRUE,0,139,73,3,55,1,10
4,TRUE,1,31,116,54,10,10,4
7,TRUE,0,123,37,5,58,3,10
6,TRUE,1,88,100,46,10,6,3
8,TRUE,1,26,118,68,10,10,3
3,TRUE,0,107,15,7,30,4,7
5,TRUE,1,0,110,23,8,7,3
7,TRUE,0,111,16,9,34,4,7
7,TRUE,0,117,19,6,46,3,7
2,TRUE,0,113,4,0,26,0,4
9,TRUE,0,145,89,0,58,0,10
7,TRUE,1,59,101,24,10,7,2
7,TRUE,0,107,70,9,27,3,4
6,TRUE,0,122,12,3,37,1,7
6,TRUE,0,130,59,9,47,4,10
6,TRUE,1,58,103,42,10,10,3
4,TRUE,0,112,18,0,54,0,10
9,TRUE,1,86,123,37,7,7,2
4,TRUE,0,125,12,7,76,3,10
5,TRUE,0,106,0,10,20,4,4
9,TRUE,0,116,45,3,41,1,7
4,TRUE,1,0,123,37,5,10,3
6,TRUE,0,103,65,8,12,3,4
8,TRUE,1,82,108,28,9,4,2
3,TRUE,0,114,0,10,38,4,10
10,TRUE,0,149,58,8,67,4,10
3,TRUE,0,108,0,8,26,4,7
10,TRUE,0,109,49,10,23,4,4
6,TRUE,0,105,44,5,14,1,3
8,TRUE,0,108,19,2,12,1,3
8,TRUE,1,36,106,24,2,7,1
6,TRUE,0,104,44,4,29,1,7
7,TRUE,0,129,30,6,48,3,10
7,TRUE,0,106,50,8,17,3,4
9,TRUE,0,107,93,9,23,3,7
11,TRUE,0,111,52,10,39,3,7
4,TRUE,0,128,8,7,69,3,10
15,TRUE,1,75,143,62,8,10,2
4,TRUE,0,106,67,10,69,4,10
9,TRUE,0,122,79,9,39,1,7
7,TRUE,0,118,29,5,58,3,10
6,TRUE,0,103,56,8,27,3,6
13,TRUE,1,72,116,15,0,6,0
4,TRUE,0,109,14,9,62,3,10
7,TRUE,0,155,45,9,66,4,10
6,TRUE,0,124,33,0,16,0,6
6,TRUE,0,104,60,10,28,3,7
6,TRUE,1,65,110,59,1,10,1
3,TRUE,0,103,2,5,66,3,10
5,TRUE,0,102,22,0,38,0,7
6,TRUE,0,144,18,10,80,4,10
7,TRUE,0,110,49,10,62,3,10
8,TRUE,1,50,117,38,0,7,0
7,TRUE,1,64,102,71,10,10,2
7,TRUE,1,29,110,26,6,7,3
11,TRUE,0,109,83,9,21,4,4
1,TRUE,0,109,0,0,32,0,6
8,TRUE,0,101,83,9,27,4,5
6,TRUE,1,54,105,31,9,6,4
5,TRUE,1,16,118,48,8,10,3
9,TRUE,0,122,91,5,35,3,7
7,TRUE,0,142,38,8,61,4,10
7,TRUE,0,106,56,5,55,3,7
4,TRUE,0,164,3,2,69,1,10
3,TRUE,0,104,15,6,15,4,4
4,TRUE,0,113,21,7,41,3,7
6,TRUE,0,119,35,9,53,4,10
5,TRUE,0,103,33,8,27,3,6
4,TRUE,1,9,130,18,0,7,0
7,TRUE,0,133,45,10,49,4,10
6,TRUE,0,121,86,9,38,3,6
7,TRUE,1,59,121,50,6,10,1
8,TRUE,1,73,112,28,0,7,0
9,TRUE,0,103,65,6,14,1,4
10,TRUE,1,76,129,14,0,5,0
11,TRUE,0,113,86,8,22,4,7
5,TRUE,1,55,102,36,9,7,3
6,TRUE,0,104,61,3,26,2,5
4,TRUE,0,102,36,2,57,1,10
7,TRUE,0,116,32,9,27,4,4
8,TRUE,0,156,29,3,64,1,10
10,TRUE,1,71,111,48,3,10,2
6,TRUE,0,126,8,1,39,1,7
2,TRUE,0,100,0,9,33,3,7
3,TRUE,1,11,123,37,8,7,4
8,TRUE,1,91,145,64,7,10,2
3,TRUE,1,41,120,61,8,10,3
5,TRUE,1,9,106,15,8,4,4
8,TRUE,0,123,46,10,39,4,7
5,TRUE,1,80,109,27,0,6,0
6,TRUE,0,112,11,3,24,2,4
10,TRUE,1,85,113,13,0,4,0
4,TRUE,0,129,22,10,65,4,10
6,TRUE,0,109,38,0,13,0,4
3,TRUE,0,103,0,10,22,4,6
7,TRUE,0,116,34,4,23,2,7
6,TRUE,0,123,69,7,72,2,10
7,TRUE,0,118,54,8,45,4,7
5,TRUE,0,148,8,5,68,3,10
6,TRUE,1,26,114,38,9,10,3
6,TRUE,0,159,37,8,80,4,10
3,TRUE,0,127,48,6,65,2,10
4,TRUE,0,114,21,9,36,4,7
9,TRUE,0,105,26,2,11,1,4
4,TRUE,0,105,7,5,22,1,7
5,TRUE,0,118,10,4,41,1,7
9,TRUE,0,103,85,4,13,3,4
5,TRUE,0,128,26,10,71,3,10
1,TRUE,0,104,0,9,75,4,10
6,TRUE,0,107,64,8,30,4,7
9,TRUE,0,100,45,3,29,1,6
6,TRUE,0,128,82,9,44,4,7
9,TRUE,0,133,46,9,43,3,10
8,TRUE,0,135,65,10,75,4,10
5,TRUE,0,146,69,10,60,4,10
12,TRUE,0,141,60,0,26,0,7
7,TRUE,0,137,41,1,46,1,7
10,TRUE,0,150,57,7,71,3,10
6,TRUE,0,125,5,4,31,2,6
8,TRUE,1,88,106,14,4,3,1
12,TRUE,0,101,76,8,22,3,7
5,TRUE,0,105,28,8,60,4,10
11,TRUE,1,83,135,54,7,10,3
9,TRUE,0,107,92,7,28,3,7
7,TRUE,1,83,105,67,9,10,4
9,TRUE,0,102,30,9,41,4,7
4,TRUE,0,113,13,9,50,3,10
6,TRUE,0,105,18,6,29,3,6
4,TRUE,0,107,42,6,64,4,10
8,TRUE,0,112,63,0,30,0,6
10,TRUE,0,144,88,9,62,3,10
4,TRUE,0,105,30,6,21,4,3
2,TRUE,1,0,108,24,0,7,0
2,TRUE,0,117,0,6,35,3,7
10,TRUE,1,32,101,31,8,6,2
3,TRUE,0,116,35,10,63,4,10
3,TRUE,1,0,109,20,1,4,1
3,TRUE,0,101,0,10,38,4,7
6,TRUE,0,106,27,8,17,4,7
7,TRUE,1,65,102,17,8,6,4
4,TRUE,0,100,14,9,48,4,7
13,TRUE,0,101,33,4,11,1,3
3,TRUE,0,105,61,7,54,3,7
4,TRUE,0,103,6,2,45,1,7
9,TRUE,1,79,144,57,9,10,4
6,TRUE,0,140,51,8,67,2,10
6,TRUE,0,107,38,5,46,1,7
0,TRUE,0,106,0,0,81,0,10
5,TRUE,0,126,28,7,44,4,6
8,TRUE,0,135,56,9,46,3,7
5,TRUE,1,48,126,60,6,10,4
7,TRUE,0,120,28,1,33,1,7
7,TRUE,0,116,83,6,35,3,6
2,TRUE,0,127,0,10,43,3,10
6,TRUE,0,111,57,10,56,2,7
6,TRUE,0,138,66,10,57,3,10
7,TRUE,1,67,114,23,6,6,4
11,TRUE,0,136,94,7,54,4,10
6,TRUE,0,119,53,10,59,4,10
9,TRUE,0,131,94,0,60,0,10
6,TRUE,0,125,65,10,57,3,10
10,TRUE,0,114,99,7,28,4,7
9,TRUE,0,113,91,1,23,1,7
3,TRUE,0,105,4,1,35,1,7
7,TRUE,0,103,64,10,39,4,7
6,TRUE,0,128,76,8,58,4,10
14,TRUE,0,123,75,10,34,4,7
6,TRUE,0,174,48,0,72,0,10
10,TRUE,0,117,85,7,30,4,6
9,TRUE,0,108,35,4,19,3,6
8,TRUE,0,101,34,7,25,3,4
10,TRUE,0,155,46,4,64,2,10
11,TRUE,1,86,104,29,8,7,4
8,TRUE,1,66,102,12,5,4,3
8,TRUE,0,111,46,3,27,1,6
6,TRUE,0,145,8,9,58,4,10
7,TRUE,0,112,57,5,20,2,3
8,TRUE,0,107,53,3,19,1,4
7,TRUE,1,40,104,16,5,4,2
6,TRUE,1,62,151,58,0,10,0
